Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 25 Jul 2015 (29),Tiburones Rojos Veracruz (1),2-0,?,CD Guadalajara Chivas (1)
?,(Sat) 25 Jul 2015 (29),Cruz Azul (1),0-3,?,Monarcas Morelia (1)
?,(Sun) 26 Jul 2015 (29),Tigres UANL (1),0-1,?,Deportivo Toluca FC (1)
?,(Sun) 26 Jul 2015 (29),CF Pachuca (1),2-1,?,Club Tijuana (1)
?,(Sun) 26 Jul 2015 (29),Club Atlas (1),0-2,?,Querétaro FC (1)
?,(Sun) 26 Jul 2015 (29),Dorados Sinaloa (1),0-0,?,Jaguares Chiapas (1)
?,(Sun) 26 Jul 2015 (29),Santos Laguna (1),1-3,?,Club León (1)
?,(Sun) 26 Jul 2015 (29),Pumas UNAM (1),3-0,?,CF Monterrey (1)
?,(Sun) 26 Jul 2015 (29),Club Puebla (1),4-2,?,Club América (1)
?,(Sat) 1 Aug 2015 (30),Querétaro FC (2),1-2,?,CF Pachuca (2)
?,(Sat) 1 Aug 2015 (30),Club Tijuana (2),1-2,?,Dorados Sinaloa (2)
?,(Sat) 1 Aug 2015 (30),Club América (2),1-3,?,Club Atlas (2)
?,(Sun) 2 Aug 2015 (30),Club León (2),4-1,?,Tiburones Rojos Veracruz (2)
?,(Sun) 2 Aug 2015 (30),Monarcas Morelia (2),1-0,?,Tigres UANL (2)
?,(Sun) 2 Aug 2015 (30),Jaguares Chiapas (2),2-1,?,Santos Laguna (2)
?,(Sun) 2 Aug 2015 (30),Deportivo Toluca FC (2),2-1,?,Pumas UNAM (2)
?,(Sun) 2 Aug 2015 (30),CD Guadalajara Chivas (2),0-1,?,Cruz Azul (2)
?,(Sat) 8 Aug 2015 (31),Tiburones Rojos Veracruz (3),2-1,?,Jaguares Chiapas (3)
?,(Sat) 8 Aug 2015 (31),Santos Laguna (3),0-1,?,Club Tijuana (3)
?,(Sat) 8 Aug 2015 (31),Cruz Azul (3),2-0,?,Club León (3)
?,(Sun) 9 Aug 2015 (31),CF Pachuca (3),0-3,?,Club América (3)
?,(Sun) 9 Aug 2015 (31),Club Atlas (3),0-3,?,CF Monterrey (2)
?,(Sun) 9 Aug 2015 (31),Dorados Sinaloa (3),1-1,?,Querétaro FC (3)
?,(Sun) 9 Aug 2015 (31),Deportivo Toluca FC (3),0-1,?,Monarcas Morelia (3)
?,(Sun) 9 Aug 2015 (31),Club Puebla (2),3-2,?,Pumas UNAM (3)
?,(Mon) 10 Aug 2015 (32),Tigres UANL (3),2-2,?,CD Guadalajara Chivas (3)
?,(Wed) 12 Aug 2015 (32),Club América (4),4-0,?,Dorados Sinaloa (4)
?,(Wed) 12 Aug 2015 (32),Querétaro FC (4),1-2,?,Santos Laguna (4)
?,(Wed) 12 Aug 2015 (32),CF Monterrey (3),4-3,?,CF Pachuca (4)
?,(Wed) 12 Aug 2015 (32),Club Tijuana (4),1-3,?,Tiburones Rojos Veracruz (4)
?,(Thu) 13 Aug 2015 (32),Club Puebla (3),1-0,?,Deportivo Toluca FC (4)
?,(Thu) 13 Aug 2015 (32),Club León (4),2-1,?,Tigres UANL (4)
?,(Thu) 13 Aug 2015 (32),CD Guadalajara Chivas (4),2-0,?,Monarcas Morelia (4)
?,(Thu) 13 Aug 2015 (32),Jaguares Chiapas (4),2-1,?,Cruz Azul (4)
?,(Thu) 13 Aug 2015 (32),Pumas UNAM (4),5-0,?,Club Atlas (4)
?,(Sat) 15 Aug 2015 (32),Tiburones Rojos Veracruz (5),2-2,?,Querétaro FC (5)
?,(Sat) 15 Aug 2015 (32),Santos Laguna (5),0-2,?,Club América (5)
?,(Sat) 15 Aug 2015 (32),Cruz Azul (5),1-3,?,Club Tijuana (5)
?,(Sun) 16 Aug 2015 (32),Monarcas Morelia (5),3-4,?,Club León (5)
?,(Sun) 16 Aug 2015 (32),Tigres UANL (5),4-1,?,Jaguares Chiapas (5)
?,(Sun) 16 Aug 2015 (32),CF Pachuca (5),1-2,?,Pumas UNAM (5)
?,(Sun) 16 Aug 2015 (32),Club Atlas (5),2-1,?,Club Puebla (4)
?,(Sun) 16 Aug 2015 (32),Dorados Sinaloa (5),1-4,?,CF Monterrey (4)
?,(Sun) 16 Aug 2015 (32),Deportivo Toluca FC (5),3-1,?,CD Guadalajara Chivas (5)
?,(Sat) 22 Aug 2015 (33),Querétaro FC (6),4-2,?,Cruz Azul (6)
?,(Sat) 22 Aug 2015 (33),Club Tijuana (6),1-2,?,Tigres UANL (6)
?,(Sat) 22 Aug 2015 (33),Club América (6),3-1,?,Tiburones Rojos Veracruz (6)
?,(Sun) 23 Aug 2015 (33),CF Monterrey (5),1-1,?,Santos Laguna (6)
?,(Sun) 23 Aug 2015 (33),Club León (6),1-0,?,CD Guadalajara Chivas (6)
?,(Sun) 23 Aug 2015 (33),Club Atlas (6),1-2,?,Deportivo Toluca FC (6)
?,(Sun) 23 Aug 2015 (33),Jaguares Chiapas (6),3-1,?,Monarcas Morelia (6)
?,(Sun) 23 Aug 2015 (33),Pumas UNAM (6),2-0,?,Dorados Sinaloa (6)
?,(Sun) 23 Aug 2015 (33),Club Puebla (5),3-2,?,CF Pachuca (6)
